,I_D,FLAG_TSUNAMI,YEAR,MONTH,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,avg_density,dst_avg_density,sum_density,density_deviation,max_density,HDI,HDI_pop_wgt,max_HDI,dist_to_closest_pop,pop_dist_deviation,avg_pop_distance,eq_mag_unlogged
1422,10031,No,2013,8.0,8.0,5.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,CHINA,28.243,99.35,30.0,5,9059.666,9086.61643446837,905966.6,8815.906178777219,47603.574,0.65325975,0.6532505,0.7030024,0.1206192356098471,0.3338798189303197,0.9403738745019256,630957.344480193
1423,10032,No,2013,8.0,12.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,6.0,NEW ZEALAND,-41.731,174.027,170.0,0,7150.589,6550.997845623106,715058.9,26728.517540291352,207414.8,0.915,0.9150001,0.915,0.144360659478718,0.4839852076217103,1.1540865373103628,3162277.6601683795
1424,10033,No,2013,8.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,GREECE,38.689,22.695,130.0,0,25850.555,28979.420665281417,1344228.9,35235.39800006979,177100.48,0.8544745,0.8553786,0.892091,0.09484724559581684,0.24102061606721453,0.677596916062321,316227.7660168379
1425,10034,No,2013,7.0,10.0,4.8,0.0,0.0,4.8,0.0,0.0,0.0,0.0,ALGERIA,36.534,3.086,15.0,0,255866.7,153354.34469665773,9467068.0,459861.72317230975,2630816.8,0.745,0.745,0.745,0.09900505038836911,0.2501759802776283,0.6214956945770904,63095.7344480193
1426,10035,No,2013,4.0,9.0,5.8,5.8,5.5,5.6,0.0,0.0,0.0,0.0,JAPAN,33.958,139.352,30.0,0,626688.7,788305.0530692297,38228010.0,1379798.767429775,8057306.0,0.9057527,0.9115504,0.9359721,0.16857639218946635,0.5039656449410304,1.3588424179348717,630957.344480193
1428,10037,No,2013,5.0,7.0,4.9,0.0,4.9,5.0,5.5,0.0,0.0,0.0,ALGERIA,36.703,5.261,15.0,0,142533.55,145110.64211650906,4703607.5,75573.18883697678,447832.38,0.745,0.7450001,0.745,0.13813037320390728,0.24048125219504476,0.6344895479907299,79432.82347242821
1429,10038,No,2013,7.0,60.0,5.7,5.7,0.0,5.5,0.0,0.0,0.0,0.0,INDONESIA,-8.803,113.002,60.0,0,409268.66,402742.11167098954,35197104.0,409228.86627737526,3012435.5,0.665929,0.6628667,0.739051,0.41329529396782283,0.429417055730602,1.3739541576171888,501187.2336272725
1430,10039,Yes,2013,9.0,15.0,7.7,7.7,0.0,0.0,0.0,0.0,0.0,4.0,PAKISTAN,26.951,65.501,60.0,825,6529.53,6936.866864165674,652953.0,3581.8970047555244,19554.615,0.492285,0.492285,0.492285,0.14543727171112006,0.3348109004331298,0.9412038272027188,50118723.36272725
1431,10040,No,2013,9.0,31.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,6.0,PERU,-16.15,-74.87,160.0,0,7200.305,8504.201471993709,720030.56,17681.933350719177,132505.06,0.74,0.74,0.74,0.5250238089886585,0.47858694503206417,1.6190259388606671,12589254.117941663
1432,10043,No,2013,9.0,12.0,6.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,PAKISTAN,27.183,65.505,60.0,22,6579.685,6984.50899692527,657968.5,3839.78810390168,19735.367,0.492285,0.49228495,0.492285,0.13328165666332017,0.33421747287967196,0.9407176484010761,6309573.44480193
1433,10048,No,2013,10.0,19.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,7.0,PHILIPPINES,9.88,124.117,170.0,222,151259.25,139794.8890141332,15125925.0,276258.1481559506,2673736.8,0.6364946,0.65442014,0.7466452,0.009433981145223255,0.3807421296500504,1.03060374363834,12589254.117941663
1434,10049,No,2013,10.0,40.0,6.6,6.6,0.0,0.0,0.0,0.0,0.0,7.0,GREECE,35.514,23.252,130.0,0,26055.205,32986.11893859967,2605520.5,140543.69672769785,1397007.1,0.85371125,0.87394047,0.892091,0.16568041527293115,0.5866565256970337,1.6676078015155047,3981071.7055349695
1435,10050,No,2013,10.0,10.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,5.0,INDONESIA,5.103,95.971,60.0,1,52288.76,48332.65037144589,2143839.2,56886.417320768465,231934.83,0.699729,0.6997291,0.699729,0.09848857800204577,0.24978934530438227,0.6380880610309851,316227.7660168379
1436,10052,Yes,2013,10.0,10.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,4.0,JAPAN,37.2,144.6,30.0,0,18267.9,18509.99387295052,219214.8,22764.60757042618,68139.125,0.8932416,0.8935088,0.8953071,3.115485515917561,0.11954874733730786,3.3626971945386814,12589254.117941663
1437,10054,Yes,2013,11.0,10.0,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,ANTARCTICA,-60.274,-46.401,20.0,0,521.6563,607.1973889986597,52165.633,1089.823958475024,3802.423,0.8544486,0.8623548,0.8656271,14.169805115098292,2.282623234315779,17.267857187800214,50118723.36272725
1438,10056,No,2013,11.0,4.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,4.0,IRAN,29.275,51.313,140.0,8,37428.484,37024.99331768423,3742848.5,42680.86026870383,194807.48,0.774,0.7739999,0.774,0.11766052865504358,0.3871969929338437,1.0009229259970502,501187.2336272725
1439,10059,No,2014,1.0,8.0,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,IRAN,27.15,54.448,140.0,1,11438.824,10892.556595054955,583380.0,5287.422926615018,22148.045,0.774,0.7739999,0.774,0.07716216687872123,0.2402774923951518,0.6716673770119627,199526.2314968879
1440,10067,No,2014,1.0,28.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,7.0,NEW ZEALAND,-40.66,175.814,170.0,0,9392.244,8472.810793457313,939224.44,29708.731517441694,207414.8,0.915,0.9150001,0.915,0.07032780391152006,0.48239153440925875,1.1083462561169801,1258925.411794166
1441,10068,No,2014,1.0,20.0,6.4,6.4,0.0,0.0,0.0,0.0,0.0,5.0,USA TERRITORY,19.043,-66.81,90.0,0,121168.56,103603.53055803191,3998562.5,182809.95577656862,954987.0,0.8086723,0.82315093,0.83200717,0.4230236399933319,0.40838571802712686,1.2322361094297423,2511886.4315095823
1442,10069,No,2014,1.0,8.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,7.0,GREECE,38.208,20.453,130.0,0,17413.482,17947.43485189135,1706521.2,22326.12632455746,123409.41,0.8442714,0.84489346,0.86316776,0.11389907812013803,0.4949923575697594,1.3379418511031569,1258925.411794166
1443,10070,No,2014,1.0,66.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,5.0,INDONESIA,-7.986,109.265,60.0,0,620651.9,666165.1470215226,54617364.0,586492.4972685429,4930035.5,0.70211214,0.7037769,0.7824059,0.1562721984400144,0.4848417465257776,1.2740340629488112,1258925.411794166
1444,10071,No,2014,2.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,GREECE,38.244,20.379,130.0,0,17190.875,17688.77642996685,1598751.5,22092.691063031234,123409.41,0.8432127,0.8445142,0.86316776,0.11906720790349193,0.47936060577665146,1.3313268290250055,1000000.0
1445,10072,No,2014,2.0,10.0,5.3,0.0,0.0,5.3,0.0,0.0,0.0,0.0,IRAN,26.589,57.741,140.0,0,8995.93,8301.609604679352,431804.62,8895.806334551291,31215.408,0.774,0.7739999,0.774,0.12145781159313421,0.23871554455717675,0.6568199235241419,199526.2314968879
1446,10073,No,2014,2.0,10.0,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,CHINA,35.905,82.586,40.0,0,4565.325,4646.383140115212,456532.53,15338.874796466873,149311.44,0.70519,0.7082832,0.7083121,0.21312203075324848,0.511893348748237,1.4672411347550656,7943282.347242822
1447,10074,No,2014,2.0,1.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,AUSTRALIA,-30.686,121.332,60.0,0,2926.9111,1371.3205984680415,38049.844,7334.738306727816,24672.285,0.9583573,0.95835733,0.9583573,0.07463243264247724,0.12642850997650706,0.3391845404622171,31622.776601683792
1448,10075,Yes,2014,3.0,21.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,6.0,CHILE,-19.965,-70.814,160.0,0,9179.218,8936.31731940182,917921.8,16449.95757455892,85825.19,0.83385485,0.8106225,0.85244495,0.6948532219185115,0.4248744699709589,1.6488777601562001,5011872.336272725
1449,10079,Yes,2014,4.0,25.0,8.2,8.2,0.0,0.0,0.0,0.0,0.0,8.0,CHILE,-19.61,-70.769,160.0,7,9847.034,9693.102297779133,984703.44,16622.13823551762,85825.19,0.8277682,0.8040932,0.85244495,0.4587602859966146,0.42566447800003215,1.565135027613951,158489319.2461111
1450,10080,Yes,2014,4.0,22.0,7.7,7.7,0.0,0.0,0.0,0.0,0.0,8.0,CHILE,-20.571,-70.493,160.0,0,5499.6484,3948.85155942951,549964.8,10640.218831963271,47385.977,0.84809613,0.8505394,0.85244495,0.3719408555196813,0.4479139951219117,1.4691236579873739,50118723.36272725
1451,10081,No,2014,4.0,25.0,5.4,0.0,0.0,5.4,0.0,0.0,0.0,0.0,CHINA,28.174,103.619,30.0,0,106557.56,110942.403691108,5221320.5,75061.63429822112,493372.8,0.676584,0.6668142,0.7030024,0.049365980183460736,0.23708117758414507,0.6583909534442075,251188.6431509582
1452,10082,No,2014,3.0,4.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,6.0,USA,33.863,-117.835,150.0,0,448679.66,334029.54058113904,17947186.0,573441.3714321482,2327441.0,0.9511953,0.95119536,0.9511953,0.0417612260341143,0.24765107131655192,0.6346228984259422,125892.54117941661
1453,10083,No,2014,4.0,13.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,NICARAGUA,12.403,-86.378,100.0,2,60654.71,47460.21668040139,6065471.0,100390.75893414009,712150.9,0.64502,0.6429675,0.776,0.028160255674743517,0.41101319327490843,1.0329184253420254,1258925.411794166
1454,10084,Yes,2014,4.0,23.0,7.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,SOLOMON ISLANDS,-11.27,162.148,170.0,0,5085.202,4960.492671751322,508520.22,10865.319728447534,94886.87,0.515,0.515,0.515,0.3956690536332184,1.1843716933822799,2.7846534892115624,39810717.05534969
1455,10085,Yes,2014,4.0,39.0,7.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,SOLOMON ISLANDS,-11.463,162.051,170.0,0,7041.543,8632.168006138754,450658.75,13115.328980371261,94886.87,0.515,0.515,0.515,0.5926381695514047,0.8195229925997394,2.1617092125927577,25118864.315095823
1456,10086,No,2014,4.0,10.0,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,NICARAGUA,12.151,-86.281,100.0,0,87441.914,60942.61836103078,3672560.5,147898.54223283989,712150.9,0.645,0.64500004,0.645,0.09752948271432574,0.24699855458726047,0.6393945103700347,158489.3192461114
1457,10087,No,2014,3.0,79.0,6.3,6.3,0.0,0.0,0.0,0.0,0.0,5.0,JAPAN,33.684,131.825,30.0,0,120387.336,134356.53361704704,12038733.0,195735.50052122027,1375921.8,0.89506894,0.89615154,0.9063448,0.19743606561379326,0.34403723467069575,0.9693208949303503,1995262.3149688789
1458,10088,Yes,2014,4.0,24.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,6.0,MEXICO,17.397,-100.972,150.0,0,35624.113,39675.26590305766,3562411.2,88881.67008572491,837244.25,0.70872253,0.7072584,0.76717174,0.09946356117031953,0.4650116307810503,1.1922183279154719,15848931.924611142
1459,10091,Yes,2014,4.0,43.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,PAPUA NEW GUINEA,-6.755,155.024,170.0,0,4460.0356,3233.663212461857,446003.53,6191.927396921381,29102.191,0.51554,0.51574963,0.516,0.16462381360467948,0.9817865549588842,2.11493267243243,31622776.60168379
1460,10093,No,2014,5.0,6.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,5.0,THAILAND,19.656,99.67,60.0,1,45912.49,42836.00627718886,4591249.0,48681.574052602155,322734.8,0.67706,0.708149,0.74,0.054644304350411885,0.33384677656330725,0.9396844504831691,1258925.411794166
1461,10094,No,2014,5.0,15.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,PAKISTAN,26.387,68.358,60.0,2,244141.62,242513.74397875724,2685557.8,69794.26202484134,345692.88,0.56146556,0.5614655,0.56146556,0.02080865205540821,0.13000704081332637,0.3099478978774711,31622.776601683792
1462,10095,No,2014,5.0,17.0,6.4,6.4,0.0,0.0,0.0,0.0,0.0,5.0,MEXICO,17.235,-100.746,150.0,0,38001.625,39842.87591112462,3800162.2,89236.0921485185,837244.25,0.7063129,0.70512515,0.76717174,0.16352675621963828,0.47286767663096996,1.2156472345239622,2511886.4315095823
1463,10096,No,2014,5.0,23.0,6.9,6.9,0.0,0.0,0.0,0.0,0.0,6.0,GREECE,40.24,25.33,130.0,3,15104.621,16275.605417157689,1510462.1,19286.043963284905,83794.64,0.8197426,0.8030423,0.86316776,0.1234908903493018,0.37721309281351467,1.1410009552097602,7943282.347242822
1464,10097,No,2014,5.0,10.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,CHINA,25.0,97.845,30.0,0,52637.867,53749.400676946694,5263786.5,56630.58431972275,438611.25,0.5913807,0.61408836,0.64671975,0.1285496013188178,0.33389342760743984,0.9404015244621168,794328.2347242822
1465,10098,No,2014,5.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,ALBANIA,41.115,19.777,130.0,0,63514.957,44326.285700682995,2604113.2,132798.71623292053,829838.7,0.764,0.764,0.764,0.09850888286186221,0.2441511011930176,0.6303497595052566,100000.0
1466,10099,No,2014,5.0,5.0,3.6,3.6,0.0,0.0,0.0,0.0,0.0,4.0,GERMANY,49.799,8.69,120.0,0,347143.94,345239.11622099415,4512871.0,243139.45902470456,976434.75,0.935525,0.9362235,0.9377104,0.10000499987396527,0.12001537323683427,0.3373731923880322,3981.0717055349733
1467,10100,Yes,2014,6.0,109.0,7.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,USA,51.849,178.735,150.0,0,11.641263,10.718162822555268,1164.1263,17.689620574350585,175.89793,0.77050024,0.77288413,0.78032154,4.674855719677797,0.85862044647629,10.911396071065854,79432823.47242822
1468,10102,No,2014,7.0,67.0,6.9,6.9,0.0,0.0,0.0,0.0,0.0,5.0,MEXICO,14.728,-92.578,150.0,3,145081.16,154217.89387064517,14508116.0,248080.46429663035,2257999.2,0.6643622,0.6498783,0.6868504,0.15433081351906588,0.4755225043291487,1.32277268055129,7943282.347242822
1469,10103,No,2014,8.0,30.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,6.0,ALGERIA,36.841,3.301,15.0,6,322199.5,230403.1034614438,9343786.0,504378.76998414134,2630816.8,0.745,0.7449999,0.745,0.08143709230013808,0.2624477544739024,0.6385657672133928,316227.7660168379
1470,10104,No,2014,7.0,107.0,6.3,6.3,0.0,0.0,0.0,0.0,0.0,5.0,MEXICO,17.682,-95.653,150.0,1,47474.05,51484.698129473996,4747405.0,73015.5079521414,465508.6,0.71580726,0.71757567,0.7383385,0.06350590523340004,0.3385188589299644,0.9436068738232608,1995262.3149688789
1471,10105,Yes,2014,7.0,20.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,5.0,JAPAN,37.005,142.453,30.0,0,82111.12,88292.96807278375,2052777.9,93902.15759165952,363686.22,0.8952142,0.8954753,0.896469,1.3334106644042623,0.1937501312550349,1.7155018073799035,3162277.6601683795
1472,10106,No,2014,8.0,12.0,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,CHINA,27.189,103.409,30.0,615,114773.14,110782.84416121802,11477314.0,64202.92098723122,493372.8,0.66738504,0.66085756,0.7030024,0.07247068371275839,0.33376014986736224,0.9399069745121241,1584893.1924611141
1473,10107,Yes,2014,7.0,10.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,4.0,USA,58.306,-136.96,150.0,0,158.77861,203.04252623706853,13496.182,948.408131753853,8528.291,0.9375954,0.94817287,0.94821656,0.5890551756878013,0.3780000959209669,1.4607836249566701,1258925.411794166
1474,10109,No,2014,8.0,5.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,6.0,SOUTH AFRICA,-26.99,26.705,10.0,1,30101.938,26756.069968132088,1565300.8,57180.55321597305,309365.3,0.6425893,0.644569,0.74084103,0.1400892572569572,0.2391004096576087,0.6768121074800313,316227.7660168379
1475,10110,No,2014,8.0,11.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,8.0,USA,38.216,-122.312,150.0,1,119636.38,98468.42984353803,11963638.0,216218.30091042595,1120503.0,0.9511953,0.9511953,0.9511953,0.1106797180970098,0.3793744562558942,0.9890471534388933,1258925.411794166
1476,10111,No,2014,8.0,6.0,6.2,6.2,0.0,0.0,0.0,0.0,0.0,3.0,IRAN,32.663,47.673,140.0,0,39072.637,42810.75758168674,3907263.5,23093.855521067464,103440.22,0.74149996,0.729684,0.774,0.06122091144367912,0.33386082596676714,0.9398082673585147,1584893.1924611141
1477,10112,No,2014,8.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,CHINA,28.125,103.546,30.0,0,104233.52,108525.94854220859,5003209.0,73844.00283231426,493372.8,0.6760336,0.66523665,0.7030024,0.07900000001824026,0.23349509731136553,0.6517305466028972,100000.0
1478,10113,No,2014,8.0,12.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,5.0,ECUADOR,-0.018,-78.322,160.0,2,91664.06,58475.29107318244,4583203.0,204035.40234025515,1030722.6,0.73876,0.73886174,0.739,0.11940686746610955,0.23643349046470416,0.6647820849689741,125892.54117941661
1479,10116,No,2014,10.0,9.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,CHINA,23.383,100.47,30.0,1,51572.668,53828.82049439866,5157266.5,30084.046927103358,171327.73,0.6458126,0.6457188,0.64671975,0.09533624702315076,0.3337634620188169,0.9401488881589802,1258925.411794166
1480,10117,No,2014,9.0,26.0,5.2,0.0,0.0,5.2,0.0,0.0,0.0,5.0,PHILIPPINES,6.864,125.233,170.0,0,206758.78,192177.35821973797,10131180.0,217010.259865533,1363748.1,0.56893766,0.60684305,0.7305636,0.10855873984111038,0.2457155163070948,0.6701113444200018,158489.3192461114
1481,10118,No,2014,9.0,10.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,7.0,PERU,-13.843,-71.695,160.0,8,22398.615,16505.103167778416,1142329.4,51215.430831668586,350646.62,0.74,0.74000007,0.74,0.07696752562387676,0.24004649547011322,0.6715143553373971,125892.54117941661
1482,10119,Yes,2014,11.0,45.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,5.0,INDONESIA,1.893,126.522,170.0,0,31973.568,30987.550101507983,3197356.8,65699.52026463239,447152.53,0.6816812,0.69484794,0.7098115,0.5384542691706581,0.40665446592035387,1.7806989706029108,12589254.117941663
1483,10121,No,2014,11.0,9.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,3.0,CHINA,30.34,101.737,30.0,5,16812.857,18763.24549747819,1681285.8,33238.64982836624,198439.08,0.7030024,0.7030026,0.7030024,0.11734138228468112,0.33381538700229413,0.9403380320535051,794328.2347242822
1484,10122,No,2014,11.0,9.0,6.2,6.2,0.0,0.0,0.0,0.0,0.0,9.0,JAPAN,36.641,137.888,30.0,0,94056.55,97031.5822789677,9405654.0,105645.6542732753,615507.1,0.90307415,0.9027098,0.91031444,0.020615528108860748,0.3667316648651998,0.9911446953523011,1584893.1924611141
1485,10124,No,2015,2.0,30.0,5.4,0.0,0.0,5.4,0.0,0.0,0.0,4.0,PAKISTAN,34.671,73.278,60.0,0,242032.48,240703.62987021857,12101624.0,179656.30713185458,619715.44,0.5520749,0.5505564,0.71742004,0.10735455277921714,0.23687410554221322,0.6649269470863213,251188.6431509582
1486,10125,No,2015,2.0,12.0,5.1,0.0,0.0,5.1,0.0,0.0,0.0,0.0,CHINA,44.133,85.568,40.0,0,36352.574,33135.77854336211,1599513.2,73569.80278681763,418876.44,0.7083121,0.7083121,0.7083121,0.057558665740379045,0.23940250892424397,0.6384247101823166,125892.54117941661
1487,10126,No,2015,2.0,7.0,3.6,0.0,0.0,0.0,3.6,0.0,0.0,0.0,BOSNIA-HERZEGOVINA,44.534,18.934,130.0,4,61589.855,57869.62493243547,800668.1,36112.1429510834,136675.36,0.756,0.7537218,0.776,0.10845275469101195,0.1195141039850906,0.3375821891258577,3981.0717055349733
1488,10127,No,2015,2.0,10.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,CHINA,23.01,101.755,30.0,0,42147.297,42382.63733955784,505767.53,21904.54423146631,89857.73,0.64671975,0.6467198,0.64671975,0.16620770140408478,0.10785427493011665,0.32256033145863816,31622.776601683792
1489,10128,No,2014,12.0,10.0,5.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,CHINA,23.358,100.533,30.0,1,50480.543,52704.92603000631,5048054.5,28501.408598260154,171327.73,0.6458126,0.64569706,0.64671975,0.09355746898871369,0.33372544281208777,0.9401111931747205,398107.1705534969
1490,10131,Yes,2015,2.0,23.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,4.0,JAPAN,39.856,142.881,30.0,0,52633.637,56766.0464677177,5263363.5,78881.91139206757,502983.88,0.8885965,0.8890487,0.89656585,0.7562387189035928,0.5074892519615495,2.047275534091946,5011872.336272725
1491,10132,No,2015,3.0,10.0,4.6,0.0,0.0,4.6,0.0,0.0,0.0,0.0,CHINA,33.15,115.8,30.0,2,385062.66,373829.726375976,19638196.0,114943.72554107156,854699.94,0.70760417,0.7077156,0.7189315,0.0790569415197695,0.24021988397100513,0.6716743837527026,39810.71705534969
1492,10133,Yes,2015,3.0,41.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,6.0,PAPUA NEW GUINEA,-4.729,152.562,170.0,0,6317.185,5664.976279967043,631718.5,8517.175234198754,44026.39,0.516,0.516,0.516,0.12159358537292428,0.6824033867083531,1.4407974741836405,31622776.60168379
1493,10134,No,2015,4.0,8.0,7.8,7.8,0.0,0.0,0.0,0.0,0.0,8.0,NEPAL,28.231,84.731,60.0,8200,190823.69,212783.83587300163,19082368.0,557078.4327066402,5082655.0,0.5669816,0.53519696,0.60424227,0.14990663759411108,0.3358946270160078,0.9420324047216085,63095734.448019296
1494,10135,Yes,2015,2.0,10.0,6.4,6.4,0.0,0.0,0.0,0.0,0.0,5.0,VANUATU,-16.431,168.148,170.0,0,5075.1753,5761.145272407893,243608.42,11342.899987650651,75621.1,0.597,0.597,0.597,0.0605392434665424,0.4963920397509331,0.972939942416052,2511886.4315095823
1495,10136,No,2015,4.0,29.0,6.4,6.4,0.0,0.0,0.0,0.0,0.0,4.0,TAIWAN,24.203,122.316,30.0,1,245688.06,242324.4047913836,17198164.0,608972.6948997629,2858022.0,0.8605543,0.8561544,0.88213944,0.47335504643490195,0.4019069207605181,1.3838896377566035,2511886.4315095823
1496,10137,No,2015,3.0,20.0,4.4,4.4,0.0,0.0,0.0,0.0,0.0,4.0,SERBIA,44.088,19.861,130.0,0,31091.895,30185.25695625651,342010.84,24535.113445148636,75133.836,0.7736364,0.77420884,0.776,0.039560080902334614,0.12488327373926836,0.31046251118895785,25118.864315095823
1497,10139,Yes,2015,5.0,55.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,PAPUA NEW GUINEA,-5.462,151.875,170.0,0,6433.363,5843.779212460941,643336.25,8316.712817669973,44026.39,0.516,0.516,0.516,0.0870000000054425,0.6529431599221817,1.4631703857045844,31622776.60168379
1498,10140,Yes,2015,5.0,10.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,JAPAN,31.529,140.213,30.0,0,2239.2114,3070.3838493051217,8956.846,3809.312399068796,7929.8643,0.91031444,0.91031444,0.91031444,0.48369411821058356,0.5865848673750274,1.1817460154474078,501187.2336272725
1499,10141,No,2015,5.0,15.0,7.3,7.3,0.0,0.0,0.0,0.0,0.0,7.0,NEPAL,27.809,86.066,60.0,117,176652.1,188060.36464717775,17665210.0,556729.1996997271,5082655.0,0.57369965,0.5446327,0.60424227,0.08852683210767358,0.33407399704206275,0.9403311219225595,19952623.149688788
1500,10143,No,2015,5.0,664.0,7.8,7.8,0.0,0.0,0.0,0.0,0.0,6.0,JAPAN,27.839,140.493,30.0,0,332851.8,370949.4485154406,33285182.0,986815.8555622888,8057306.0,0.90536106,0.91842026,0.9359721,0.6010158067877676,1.5766637762064344,6.947997195123488,63095734.448019296
1501,10145,No,2015,7.0,17.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,5.0,PAKISTAN,33.856,73.193,60.0,3,398031.94,354179.8540424933,20299630.0,239309.1187769592,1282449.8,0.5835053,0.5965467,0.79496396,0.07060453241887339,0.2407819306689225,0.6718344522562226,125892.54117941661
1502,10146,Yes,2015,7.0,11.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,SOLOMON ISLANDS,-10.401,165.141,170.0,0,1587.2198,1700.7342244551958,53965.477,2117.313030330972,7299.058,0.5198235,0.51649237,0.597,0.5571642486954477,1.0162873927078995,2.1533658050219375,10000000.0
1503,10147,Yes,2015,7.0,12.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,SOLOMON ISLANDS,-9.307,158.403,170.0,0,5189.9805,5496.687574284302,518998.03,10896.848367414808,94886.87,0.515,0.515,0.515,0.2870679362303694,0.5998936600170905,1.7762148858553501,5011872.336272725
1504,10148,No,2015,8.0,11.0,5.8,5.8,0.0,0.0,0.0,0.0,0.0,4.0,RWANDA,-2.141,28.897,10.0,3,230688.84,230018.5445914791,23068884.0,267168.9862910279,1508527.6,0.44745,0.4566494,0.498,0.027202941009924087,0.3339594288318236,0.9391838951426146,630957.344480193
1505,10149,No,2015,7.0,48.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,INDONESIA,-2.629,138.528,170.0,1,15978.682,19298.764515833922,1597868.1,28291.84718527784,171877.56,0.5777301,0.57773006,0.5777301,0.09708243921548132,0.3526090731198974,0.956070171657836,10000000.0
1506,10150,No,2015,7.0,12.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,3.0,PANAMA,8.231,-77.315,100.0,0,16656.062,19214.09887397032,1665606.2,28578.471392814972,137735.84,0.7514,0.7311216,0.788,0.12180311981993044,0.3728960086432575,0.9934485799830048,794328.2347242822
1507,10151,No,2015,6.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,MALAYSIA,5.987,116.541,170.0,18,31277.004,25550.95524935527,3127700.5,58865.41725714828,475956.94,0.789,0.7889998,0.789,0.14000000000652763,0.40750707945410636,1.0332877626293704,1000000.0
1508,10152,No,2015,7.0,10.0,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,CHINA,37.6,78.2,40.0,3,26830.695,28552.17589444084,2683069.5,53917.1103356419,272556.0,0.7083121,0.7083121,0.7083121,0.07905694149106268,0.4062624408194893,1.0596467906232006,2511886.4315095823
1509,10153,No,2015,6.0,26.0,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,INDIA,26.638,90.41,60.0,0,230540.67,229420.36428192916,11065952.0,223221.03128409188,719234.4,0.60821915,0.6068252,0.66724133,0.037336309386265636,0.23503504329210748,0.6512897914264566,199526.2314968879
1510,10156,Yes,2015,9.0,22.0,8.3,8.3,0.0,0.0,0.0,0.0,0.0,9.0,CHILE,-31.573,-71.674,160.0,7,25933.656,29393.384707262514,2593365.8,58959.279080187334,386565.8,0.8359319,0.8483725,0.8919913,0.07144928271364402,0.4772045446003039,1.2963981118461934,199526231.49688828
